Year	Segment	Category	Sub-Category	Sales	Profit
2014	Consumer	Furniture	Chairs	359.77	-5.14
2014	Consumer	Office Supplies	Art	13.39	3.18
2014	Corporate	Furniture	Tables	567.12	-28.36
2014	Corporate	Office Supplies	Storage	359.32	7.19
2014	Consumer	Technology	Phones	"1,113.50"	125.27
2014	Consumer	Technology	Accessories	99.99	38.00
2014	Consumer	Office Supplies	Binders	17.46	-30.56
2014	Corporate	Technology	Phones	57.41	5.74
2014	Corporate	Technology	Accessories	27.60	2.21
2014	Consumer	Office Supplies	Binders	136.96	51.36
2014	Corporate	Office Supplies	Paper	13.62	6.13
2014	Consumer	Furniture	Tables	355.46	-184.84
2014	Consumer	Office Supplies	Binders	70.37	26.39
2014	Corporate	Office Supplies	Binders	25.58	8.95
2014	Corporate	Technology	Phones	464.00	134.56
2014	Corporate	Office Supplies	Appliances	235.95	77.86
2014	Corporate	Office Supplies	Paper	39.96	17.98
2014	Corporate	Technology	Copiers	719.98	135.00
2014	Consumer	Technology	Phones	659.97	197.99
2014	Consumer	Technology	Phones	113.73	32.98
2014	Home Office	Furniture	Chairs	"2,001.86"	580.54
2014	Home Office	Office Supplies	Storage	166.72	41.68
2014	Home Office	Office Supplies	Paper	47.88	23.94
2014	Home Office	Office Supplies	Appliances	"1,503.25"	496.07
2014	Home Office	Office Supplies	Paper	25.92	12.44
2014	Home Office	Office Supplies	Binders	45.48	20.92
2014	Home Office	Office Supplies	Art	289.20	83.87
2014	Consumer	Furniture	Furnishings	22.20	9.10
2014	Consumer	Technology	Phones	881.93	229.30
2014	Corporate	Office Supplies	Binders	138.56	66.51
2014	Corporate	Office Supplies	Appliances	65.52	12.38
2014	Home Office	Office Supplies	Binders	59.81	19.44
2014	Home Office	Furniture	Furnishings	73.32	22.00
2014	Consumer	Office Supplies	Art	8.56	2.65
2014	Consumer	Technology	Phones	239.97	67.19
2014	Consumer	Office Supplies	Storage	356.94	107.08
2014	Consumer	Furniture	Tables	515.88	113.49
2014	Home Office	Office Supplies	Envelopes	15.28	7.49
2014	Consumer	Office Supplies	Labels	15.94	5.18
2014	Consumer	Furniture	Furnishings	61.54	-40.00
2014	Consumer	Office Supplies	Storage	132.70	9.95
2014	Home Office	Office Supplies	Paper	16.22	5.88
2014	Consumer	Furniture	Furnishings	56.96	21.08
2014	Consumer	Office Supplies	Appliances	15.56	4.05
2014	Consumer	Furniture	Bookcases	353.57	-44.20
2014	Consumer	Furniture	Furnishings	13.96	6.70
2014	Consumer	Office Supplies	Art	13.36	4.94
2014	Corporate	Office Supplies	Binders	149.54	50.47
2014	Corporate	Office Supplies	Supplies	17.14	4.46
2014	Corporate	Furniture	Tables	991.76	-347.12
2014	Consumer	Office Supplies	Binders	24.59	-38.11
2014	Consumer	Office Supplies	Envelopes	13.98	4.72
2014	Home Office	Office Supplies	Labels	100.24	33.83
2014	Consumer	Office Supplies	Binders	1.37	-0.91
2014	Consumer	Office Supplies	Paper	62.02	22.48
2014	Corporate	Office Supplies	Binders	12.46	-20.56
2014	Consumer	Furniture	Tables	268.94	-209.77
2014	Consumer	Furniture	Chairs	585.55	73.19
2014	Corporate	Furniture	Chairs	170.35	10.65
2014	Consumer	Office Supplies	Binders	68.48	25.68
2014	Consumer	Office Supplies	Storage	"1,676.88"	83.84
2014	Consumer	Furniture	Furnishings	48.86	14.17
2014	Consumer	Office Supplies	Art	7.28	1.97
2014	Consumer	Technology	Phones	907.15	90.72
2014	Consumer	Office Supplies	Binders	18.50	5.78
2014	Consumer	Office Supplies	Appliances	114.90	34.47
2014	Consumer	Furniture	Tables	"1,706.18"	85.31
2014	Consumer	Technology	Phones	911.42	68.36
2014	Home Office	Technology	Phones	7.99	0.60
2014	Home Office	Technology	Accessories	63.98	10.40
2014	Home Office	Office Supplies	Art	70.37	6.16
2014	Consumer	Office Supplies	Supplies	7.36	0.15
2014	Consumer	Office Supplies	Art	23.10	10.63
2014	Consumer	Furniture	Tables	"1,441.30"	245.02
2014	Corporate	Office Supplies	Art	18.06	4.70
2014	Corporate	Office Supplies	Paper	79.14	36.40
2014	Corporate	Furniture	Furnishings	37.40	14.21
2014	Corporate	Office Supplies	Labels	491.55	240.86
2014	Corporate	Office Supplies	Art	14.52	4.79
2014	Home Office	Furniture	Bookcases	212.94	57.49
2014	Corporate	Furniture	Tables	99.92	-18.56
2014	Corporate	Furniture	Chairs	797.94	-57.00
2014	Corporate	Office Supplies	Binders	8.57	-14.57
2014	Consumer	Office Supplies	Paper	36.54	11.88
2014	Consumer	Furniture	Chairs	647.84	32.39
2014	Consumer	Office Supplies	Envelopes	41.40	19.46
2014	Consumer	Office Supplies	Art	35.00	10.50
2014	Consumer	Office Supplies	Binders	39.55	14.34
2014	Consumer	Technology	Machines	65.97	31.01
2014	Consumer	Furniture	Furnishings	6.24	2.62
2014	Consumer	Office Supplies	Fasteners	17.90	8.95
2014	Consumer	Office Supplies	Binders	"3,266.38"	1061.57
2014	Consumer	Office Supplies	Paper	62.02	22.48
2014	Consumer	Technology	Phones	139.80	12.23
2014	Consumer	Technology	Phones	201.58	20.16
2014	Consumer	Office Supplies	Binders	3.39	-5.09
2014	Consumer	Furniture	Bookcases	193.07	-19.87
2014	Consumer	Office Supplies	Paper	15.55	5.44
2014	Consumer	Office Supplies	Paper	11.65	4.08
2014	Consumer	Technology	Machines	418.80	-97.72
2014	Consumer	Office Supplies	Storage	509.49	-127.37
2014	Consumer	Office Supplies	Appliances	471.90	155.73
2014	Consumer	Office Supplies	Art	3.52	1.69
2014	Consumer	Furniture	Furnishings	104.01	14.56
2014	Consumer	Technology	Phones	284.82	74.05
2014	Consumer	Office Supplies	Storage	36.84	10.32
2014	Consumer	Technology	Phones	"1,322.93"	357.19
2014	Consumer	Office Supplies	Art	3.76	1.09
2014	Consumer	Office Supplies	Art	21.40	6.21
2014	Consumer	Office Supplies	Binders	11.09	-8.13
2014	Consumer	Office Supplies	Binders	25.16	-16.78
2014	Consumer	Office Supplies	Envelopes	24.90	8.40
2014	Consumer	Furniture	Furnishings	3.98	0.65
2014	Consumer	Technology	Accessories	95.97	28.79
2014	Consumer	Technology	Machines	206.99	-172.49
2014	Consumer	Office Supplies	Appliances	44.42	3.89
2014	Consumer	Office Supplies	Binders	9.01	-7.20
2014	Consumer	Office Supplies	Paper	19.65	9.04
2014	Consumer	Technology	Phones	617.97	160.67
2014	Consumer	Office Supplies	Appliances	59.70	26.87
2014	Consumer	Technology	Phones	"1,214.85"	352.31
2014	Consumer	Technology	Accessories	196.75	56.57
2014	Consumer	Office Supplies	Storage	501.81	0.00
2014	Consumer	Office Supplies	Storage	161.94	9.72
2014	Consumer	Furniture	Chairs	170.06	-4.86
2014	Consumer	Technology	Phones	82.78	-15.18
2014	Consumer	Furniture	Chairs	853.93	0.00
2014	Consumer	Office Supplies	Binders	8.23	-6.03
2014	Consumer	Technology	Accessories	86.38	1.08
2014	Consumer	Office Supplies	Art	20.02	1.75
2014	Consumer	Office Supplies	Supplies	3.10	0.35
2014	Consumer	Furniture	Furnishings	4.27	0.96
2014	Corporate	Furniture	Tables	447.84	11.20
2014	Corporate	Technology	Phones	263.96	19.80
2014	Corporate	Office Supplies	Art	71.63	17.91
2014	Corporate	Office Supplies	Art	9.33	0.82
2014	Consumer	Office Supplies	Storage	306.20	0.00
2014	Consumer	Furniture	Tables	85.98	22.35
2014	Consumer	Technology	Accessories	223.96	53.75
2014	Consumer	Office Supplies	Paper	41.47	14.52
2014	Consumer	Office Supplies	Binders	3.17	-2.43
2014	Consumer	Furniture	Chairs	"1,228.47"	0.00
2014	Consumer	Office Supplies	Binders	31.09	-22.80
2014	Consumer	Office Supplies	Paper	335.52	117.43
2014	Corporate	Office Supplies	Fasteners	6.08	3.04
2014	Consumer	Office Supplies	Art	32.76	3.69
2014	Consumer	Office Supplies	Binders	13.92	4.87
2014	Consumer	Office Supplies	Binders	334.77	108.80
2014	Consumer	Office Supplies	Art	5.25	1.64
2014	Corporate	Office Supplies	Art	32.40	10.37
2014	Corporate	Office Supplies	Paper	25.92	9.07
2014	Corporate	Office Supplies	Fasteners	21.31	7.19
2014	Consumer	Office Supplies	Binders	2.69	0.84
2014	Consumer	Office Supplies	Art	6.60	2.90
2014	Consumer	Office Supplies	Paper	310.69	108.74
2014	Corporate	Office Supplies	Binders	19.92	6.97
2014	Corporate	Technology	Phones	575.92	71.99
2014	Corporate	Office Supplies	Binders	5.18	-3.63
2014	Consumer	Technology	Phones	73.98	19.97
2014	Consumer	Office Supplies	Art	5.58	2.18
2014	Corporate	Office Supplies	Paper	177.54	62.14
2014	Corporate	Office Supplies	Appliances	32.43	3.24
2014	Consumer	Office Supplies	Paper	21.84	10.92
2014	Consumer	Office Supplies	Binders	15.60	7.64
2014	Consumer	Technology	Accessories	479.97	163.19
2014	Consumer	Office Supplies	Labels	14.62	6.87
2014	Consumer	Office Supplies	Paper	19.44	9.33
2014	Consumer	Office Supplies	Storage	220.78	-44.16
2014	Consumer	Office Supplies	Storage	281.42	-35.18
2014	Home Office	Office Supplies	Binders	180.96	67.86
2014	Corporate	Office Supplies	Art	4.37	0.38
2014	Corporate	Furniture	Furnishings	19.52	5.37
2014	Corporate	Office Supplies	Binders	9.81	-6.87
2014	Corporate	Furniture	Furnishings	213.22	15.99
2014	Consumer	Technology	Copiers	559.99	175.00
2014	Home Office	Furniture	Chairs	478.48	47.85
2014	Consumer	Furniture	Chairs	172.19	-46.74
2014	Consumer	Furniture	Furnishings	69.01	12.08
2014	Consumer	Furniture	Chairs	63.88	10.65
2014	Corporate	Furniture	Tables	502.49	-87.94
2014	Corporate	Office Supplies	Binders	196.70	68.85
2014	Corporate	Office Supplies	Paper	10.37	3.63
2014	Corporate	Office Supplies	Paper	14.35	4.49
2014	Home Office	Office Supplies	Labels	2.88	1.41
2014	Home Office	Office Supplies	Binders	41.90	14.14
2014	Home Office	Office Supplies	Storage	23.92	4.07
2014	Home Office	Office Supplies	Binders	14.30	4.65
2014	Home Office	Furniture	Bookcases	119.83	7.05
2014	Home Office	Office Supplies	Art	5.56	2.22
2014	Home Office	Office Supplies	Paper	32.40	15.55
2014	Corporate	Office Supplies	Paper	177.20	83.28
2014	Corporate	Technology	Phones	197.97	57.41
2014	Corporate	Furniture	Chairs	854.94	213.74
2014	Corporate	Furniture	Furnishings	124.11	52.13
2014	Corporate	Office Supplies	Labels	14.40	7.06
2014	Consumer	Technology	Phones	575.97	43.20
2014	Consumer	Office Supplies	Paper	10.37	3.63
2014	Consumer	Office Supplies	Paper	49.12	23.09
2014	Consumer	Office Supplies	Binders	18.28	6.40
2014	Consumer	Technology	Phones	164.85	47.81
2014	Corporate	Office Supplies	Binders	7.71	2.80
2014	Corporate	Furniture	Tables	698.35	-17.46
2014	Home Office	Office Supplies	Storage	249.75	44.96
2014	Home Office	Technology	Phones	255.94	28.79
2014	Consumer	Furniture	Chairs	123.14	13.85
2014	Consumer	Office Supplies	Binders	11.26	3.80
2014	Consumer	Office Supplies	Paper	35.86	13.00
2014	Consumer	Technology	Accessories	23.84	3.28
2014	Home Office	Furniture	Chairs	512.36	-14.64
2014	Home Office	Office Supplies	Fasteners	3.49	0.57
2014	Home Office	Office Supplies	Art	22.29	3.90
2014	Home Office	Office Supplies	Paper	16.03	5.61
2014	Corporate	Furniture	Tables	351.22	4.39
2014	Home Office	Office Supplies	Binders	29.93	-46.39
2014	Home Office	Technology	Phones	38.27	3.83
2014	Consumer	Office Supplies	Storage	55.92	6.29
2014	Consumer	Technology	Phones	13.49	-2.25
2014	Consumer	Technology	Phones	23.99	-13.99
2014	Consumer	Furniture	Furnishings	31.98	1.20
2014	Consumer	Office Supplies	Art	41.58	4.68
2014	Home Office	Office Supplies	Appliances	39.48	11.05
2014	Corporate	Office Supplies	Art	17.94	4.49
2014	Corporate	Technology	Accessories	2.97	1.31
2014	Corporate	Office Supplies	Fasteners	6.54	2.68
2014	Home Office	Furniture	Chairs	259.14	-25.91
2014	Consumer	Office Supplies	Binders	13.90	4.52
2014	Corporate	Technology	Phones	359.98	93.59
2014	Corporate	Furniture	Tables	70.56	-4.03
2014	Corporate	Office Supplies	Binders	20.88	9.60
2014	Corporate	Office Supplies	Binders	3.81	1.83
2014	Home Office	Office Supplies	Binders	6.10	2.21
2014	Home Office	Office Supplies	Storage	342.86	38.57
2014	Home Office	Furniture	Furnishings	16.74	-14.23
2014	Home Office	Furniture	Chairs	981.37	-140.20
2014	Consumer	Office Supplies	Storage	25.98	-5.20
2014	Consumer	Office Supplies	Binders	27.36	-21.89
2014	Consumer	Office Supplies	Paper	104.85	50.33
2014	Consumer	Office Supplies	Binders	8.70	3.16
2014	Consumer	Office Supplies	Paper	19.92	9.76
2014	Consumer	Furniture	Furnishings	43.02	15.49
2014	Consumer	Office Supplies	Binders	89.71	30.28
2014	Consumer	Office Supplies	Paper	22.83	10.73
2014	Corporate	Technology	Accessories	41.94	15.10
2014	Corporate	Office Supplies	Paper	11.96	5.86
2014	Corporate	Office Supplies	Art	13.12	3.80
2014	Corporate	Office Supplies	Storage	535.41	160.62
2014	Corporate	Office Supplies	Art	99.20	25.79
2014	Corporate	Furniture	Chairs	801.57	50.10
2014	Corporate	Furniture	Tables	272.85	27.28
2014	Corporate	Office Supplies	Appliances	4.99	-12.98
2014	Corporate	Office Supplies	Envelopes	87.92	29.67
2014	Corporate	Furniture	Chairs	657.93	-93.99
2014	Corporate	Office Supplies	Binders	1.04	-1.83
2014	Consumer	Technology	Phones	35.98	10.07
2014	Consumer	Office Supplies	Art	5.96	1.67
2014	Consumer	Technology	Accessories	159.98	57.59
2014	Consumer	Office Supplies	Art	11.52	3.23
2014	Consumer	Furniture	Chairs	717.72	71.77
2014	Consumer	Office Supplies	Storage	236.50	68.59
2014	Consumer	Furniture	Tables	170.35	19.16
2014	Home Office	Office Supplies	Art	19.68	6.49
2014	Consumer	Office Supplies	Storage	26.63	1.33
2014	Consumer	Office Supplies	Binders	8.16	-5.71
2014	Consumer	Technology	Accessories	"1,023.94"	179.19
2014	Consumer	Office Supplies	Art	9.24	0.92
2014	Consumer	Technology	Accessories	479.04	-29.94
2014	Consumer	Technology	Accessories	99.98	8.00
2014	Corporate	Technology	Phones	604.75	60.48
2014	Corporate	Office Supplies	Supplies	40.70	11.80
2014	Corporate	Technology	Phones	302.38	37.80
2014	Corporate	Technology	Accessories	45.00	4.95
2014	Consumer	Office Supplies	Storage	53.72	15.04
2014	Consumer	Office Supplies	Supplies	"8,187.65"	327.51
2014	Consumer	Furniture	Furnishings	77.92	34.28
2014	Home Office	Office Supplies	Paper	6.48	3.18
2014	Home Office	Office Supplies	Supplies	15.52	4.50
2014	Consumer	Office Supplies	Storage	123.55	-29.34
2014	Consumer	Technology	Phones	911.98	114.00
2014	Consumer	Furniture	Chairs	674.35	-109.58
2014	Consumer	Furniture	Furnishings	134.01	36.18
2014	Consumer	Technology	Accessories	170.97	70.10
2014	Corporate	Technology	Accessories	111.93	34.70
2014	Consumer	Furniture	Chairs	67.88	18.33
2014	Consumer	Office Supplies	Labels	162.89	76.56
2014	Consumer	Furniture	Furnishings	25.71	9.26
2014	Consumer	Office Supplies	Binders	"2,177.58"	-3701.89
2014	Consumer	Furniture	Furnishings	17.50	-10.06
2014	Consumer	Office Supplies	Binders	16.78	-26.85
2014	Consumer	Technology	Accessories	431.14	-26.95
2014	Consumer	Office Supplies	Binders	8.88	-13.32
2014	Consumer	Office Supplies	Appliances	4.84	-12.09
2014	Consumer	Technology	Accessories	238.00	38.08
2014	Corporate	Office Supplies	Paper	65.78	32.23
2014	Corporate	Office Supplies	Storage	276.28	0.00
2014	Consumer	Office Supplies	Fasteners	14.32	5.19
2014	Consumer	Furniture	Furnishings	129.89	12.99
2014	Consumer	Office Supplies	Envelopes	48.94	16.52
2014	Corporate	Furniture	Bookcases	"1,367.84"	259.89
2014	Corporate	Office Supplies	Labels	17.54	5.92
2014	Corporate	Furniture	Furnishings	44.13	12.14
2014	Corporate	Office Supplies	Appliances	62.92	10.22
2014	Corporate	Office Supplies	Paper	78.30	29.36
2014	Consumer	Office Supplies	Binders	19.75	6.91
2014	Home Office	Office Supplies	Fasteners	5.68	1.92
2014	Home Office	Office Supplies	Binders	26.70	12.55
2014	Home Office	Technology	Accessories	21.20	9.12
2014	Home Office	Office Supplies	Storage	838.38	226.36
2014	Consumer	Furniture	Tables	218.75	-161.88
2014	Consumer	Office Supplies	Appliances	2.60	0.29
2014	Consumer	Office Supplies	Paper	39.96	18.78
2014	Consumer	Office Supplies	Supplies	102.30	26.60
2014	Consumer	Office Supplies	Storage	21.36	5.77
2014	Home Office	Office Supplies	Paper	93.02	33.72
2014	Consumer	Office Supplies	Appliances	"1,089.75"	305.13
2014	Consumer	Office Supplies	Paper	447.84	219.44
2014	Consumer	Office Supplies	Art	16.40	4.26
2014	Consumer	Technology	Phones	399.96	35.00
2014	Consumer	Office Supplies	Storage	158.90	7.95
2014	Consumer	Office Supplies	Binders	13.18	4.78
2014	Corporate	Office Supplies	Appliances	101.96	27.53
2014	Corporate	Office Supplies	Paper	259.74	124.68
2014	Corporate	Technology	Accessories	255.42	104.72
2014	Consumer	Office Supplies	Paper	20.94	9.84
2014	Consumer	Office Supplies	Paper	110.96	53.26
2014	Consumer	Furniture	Chairs	340.14	21.26
2014	Consumer	Technology	Accessories	16.36	1.64
2014	Consumer	Office Supplies	Storage	15.78	0.63
2014	Consumer	Office Supplies	Art	45.98	12.87
2014	Corporate	Office Supplies	Appliances	79.47	22.25
2014	Corporate	Office Supplies	Art	4.56	2.01
2014	Corporate	Furniture	Chairs	"1,133.35"	294.67
2014	Corporate	Technology	Phones	135.99	36.72
2014	Corporate	Office Supplies	Art	15.96	7.02
2014	Consumer	Furniture	Tables	489.23	41.93
2014	Consumer	Technology	Accessories	62.91	22.65
2014	Consumer	Technology	Accessories	199.98	83.99
2014	Consumer	Office Supplies	Appliances	76.12	22.07
2014	Consumer	Technology	Copiers	"1,199.98"	434.99
2014	Consumer	Technology	Phones	445.96	55.75
2014	Consumer	Furniture	Furnishings	327.76	91.77
2014	Consumer	Furniture	Furnishings	121.38	-3.03
2014	Consumer	Technology	Accessories	95.98	-10.80
2014	Consumer	Office Supplies	Storage	423.28	110.05
2014	Home Office	Technology	Copiers	549.99	275.00
2014	Home Office	Office Supplies	Appliances	167.54	37.23
2014	Home Office	Office Supplies	Envelopes	38.34	17.25
2014	Home Office	Furniture	Furnishings	53.88	22.63
2014	Home Office	Technology	Phones	299.98	83.99
2014	Consumer	Furniture	Bookcases	155.46	-7.77
2014	Corporate	Technology	Phones	178.38	22.30
2014	Corporate	Office Supplies	Paper	15.55	5.44
2014	Home Office	Office Supplies	Labels	20.88	9.60
2014	Home Office	Technology	Phones	"1,091.17"	68.20
2014	Home Office	Technology	Phones	219.17	-43.83
2014	Consumer	Office Supplies	Binders	"2,060.74"	643.98
2014	Consumer	Office Supplies	Paper	5.98	2.69
2014	Consumer	Office Supplies	Fasteners	4.46	-0.95
2014	Consumer	Office Supplies	Binders	9.35	-6.54
2014	Consumer	Furniture	Furnishings	12.35	5.43
2014	Consumer	Office Supplies	Art	40.97	10.65
2014	Consumer	Office Supplies	Fasteners	22.96	10.79
2014	Consumer	Office Supplies	Storage	375.34	18.77
2014	Corporate	Office Supplies	Binders	196.21	98.11
2014	Consumer	Technology	Phones	806.34	50.40
2014	Consumer	Furniture	Furnishings	85.44	31.61
2014	Home Office	Office Supplies	Paper	31.10	10.89
2014	Home Office	Office Supplies	Art	47.96	4.20
2014	Home Office	Technology	Accessories	158.93	41.72
2014	Home Office	Office Supplies	Appliances	211.25	15.84
2014	Home Office	Office Supplies	Supplies	5.55	-1.04
2014	Home Office	Office Supplies	Labels	2.95	1.00
2014	Consumer	Office Supplies	Binders	14.04	6.74
2014	Consumer	Technology	Accessories	272.61	98.14
2014	Consumer	Office Supplies	Binders	30.96	-52.63
2014	Consumer	Office Supplies	Binders	62.94	30.21
2014	Consumer	Office Supplies	Paper	91.36	29.69
2014	Consumer	Office Supplies	Appliances	152.24	17.13
2014	Consumer	Office Supplies	Appliances	152.91	42.81
2014	Consumer	Office Supplies	Paper	92.94	41.82
2014	Consumer	Office Supplies	Binders	17.86	6.25
2014	Consumer	Office Supplies	Binders	46.44	15.09
2014	Consumer	Furniture	Chairs	195.14	-12.20
2014	Consumer	Furniture	Tables	853.09	-227.49
2014	Corporate	Office Supplies	Paper	15.55	5.44
2014	Corporate	Office Supplies	Paper	114.20	52.53
2014	Corporate	Office Supplies	Binders	17.96	8.26
2014	Corporate	Office Supplies	Fasteners	12.67	4.56
2014	Corporate	Technology	Accessories	339.96	122.39
2014	Consumer	Office Supplies	Art	10.72	1.74
2014	Consumer	Office Supplies	Binders	76.78	-58.86
2014	Consumer	Office Supplies	Supplies	9.18	1.15
2014	Consumer	Furniture	Bookcases	638.82	172.48
2014	Corporate	Furniture	Furnishings	289.24	26.03
2014	Corporate	Office Supplies	Binders	69.46	22.57
2014	Corporate	Office Supplies	Storage	344.91	10.35
2014	Consumer	Furniture	Chairs	421.37	-6.02
2014	Corporate	Furniture	Chairs	500.24	145.07
2014	Corporate	Office Supplies	Paper	20.12	9.26
2014	Corporate	Office Supplies	Binders	896.99	421.59
